20-Nov-2015 08:17:50 CST  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_200to400_amcnlo_13TeV_25ns_reMiniAOD_26kevts.root
20-Nov-2015 08:17:52 CST  Successfully opened file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_200to400_amcnlo_13TeV_25ns_reMiniAOD_26kevts.root
Begin processing the 1st record. Run 1, Event 40289, LumiSection 68 at 20-Nov-2015 08:17:52.993 CST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   12 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |   0.086      0.388  2.754 |     -0.080      0.033      0.034   -0.000 |
   13 |     5 -          b | 71 |    8    8   15   15 |  1  1 |  27.895     -3.194  2.644 |    -24.511     13.318   -339.578    4.800 |
   14 |    -2 -       ubar | 71 |    8    8   15   15 |  1  1 |  18.100     -3.128  2.788 |    -16.978      6.271   -206.104    0.330 |
   15 |  -511 -      Bbar0 |  2 |   13   14   27   29 |  2  3 |  33.873     -3.169  2.674 |    -30.238     15.266   -402.258    5.280 |
   16 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |   6.544      2.722  0.611 |      5.360      3.754     49.547    0.000 |
   17 |     2 -          u | 71 |    1    1   18   25 |  1  2 |  11.275     -4.576  2.315 |     -7.634      8.297   -547.582    0.330 |
   18 |  2212 -         p+ |  1 |    1   17   -1   -1 |  2  0 |   0.342     -2.595 -2.161 |     -0.190     -0.284     -2.278    0.938 |
   19 |     2 -          u | 71 |    0    0   21   21 |  1  1 |   1.133      6.305 -2.159 |     -0.628     -0.942    310.015    0.330 |
   20 |    -5 -       bbar | 71 |    0    0   21   21 |  1  1 |  18.295      0.454 -1.251 |      5.759    -17.365      8.586    4.800 |
   21 |   523 -        B*+ |  2 |   19   20   30   30 |  2  1 |  17.080      0.444 -1.262 |      5.187    -16.273      7.836    5.325 |
   22 |     2 -          u | 71 |    8    8   24   32 |  1  4 |   6.820     -3.045  2.735 |     -6.263      2.699    -71.481    0.330 |
   23 |  2101 -       ud_0 | 71 |    1    1   24   32 |  1  4 |   0.808     -9.312  0.758 |      0.587      0.556  -4475.507    0.579 |
   24 |  2212 -         p+ |  1 |    1   23   -1   -1 |  4  0 |   0.430     -8.257 -0.281 |      0.413     -0.119   -829.042    0.938 |
   25 |  2212 -         p+ |  1 |    1   17   -1   -1 |  2  0 |   0.490     -2.858 -1.338 |      0.113     -0.477     -4.261    0.938 |
   26 |   310 -       K_S0 |  1 |    1   23   -1   -1 |  4  0 |   1.717     -1.809 -1.054 |      0.848     -1.492     -5.098    0.498 |
   27 |   -12 -    nu_ebar |  1 |   15   15   -1   -1 |  1  0 |  18.268     -3.087  2.718 |    -16.656      7.504   -199.759   -0.000 |
   28 |    11 -         e- |  1 |   15   15   -1   -1 |  1  0 |   5.368     -3.279  2.757 |     -4.975      2.016    -71.128    0.001 |
   29 |   413 -        D*+ |  2 |   15   15   33   33 |  1  1 |  10.349     -3.236  2.553 |     -8.607      5.746   -131.370    2.010 |
   30 |   521 -         B+ |  2 |   21   21   34   37 |  1  3 |  17.067      0.442 -1.262 |      5.185    -16.260      7.800    5.279 |
   31 |    11 -         e- |  1 |    1   23   -1   -1 |  4  0 |   0.483     -2.489 -1.257 |      0.149     -0.459     -2.890    0.001 |
   32 |   -11 -         e+ |  1 |    1   23   -1   -1 |  4  0 |   0.715     -2.492 -1.251 |      0.225     -0.678     -4.289    0.001 |
   33 |   421 -         D0 |  2 |   29   29   -1   -1 |  1  0 |   9.451     -3.238  2.555 |     -7.872      5.229   -120.224    1.865 |
   34 |  -423 -     D*bar0 |  2 |   30   30   35   35 |  1  1 |   9.100      0.372 -1.046 |      4.558     -7.876      3.461    2.007 |
   35 |  -421 -      Dbar0 |  2 |   34   34   38   38 |  1  1 |   8.551      0.367 -1.047 |      4.274     -7.407      3.212    1.865 |
   36 |    11 -         e- |  1 |   30   30   -1   -1 |  1  0 |   0.114      0.582 -1.522 |      0.006     -0.113      0.070    0.001 |
   37 |   -11 -         e+ |  1 |   30   30   -1   -1 |  1  0 |   2.445      0.588 -1.519 |      0.128     -2.442      1.521    0.001 |
   38 |   310 -       K_S0 |  1 |   35   35   -1   -1 |  1  0 |   5.038      0.361 -0.957 |      2.902     -4.118      1.860    0.498 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   49 |  0 10 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   49 |  0 10 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    21 -          g | 21 |    0    0    4    8 |  1  5 |   0.000  23290.055  0.000 |      0.000      0.000    534.055    0.000 |
    3 |    -2 -       ubar | 21 |    1    1    4    8 |  1  5 |   0.000 -23301.814  0.000 |      0.000      0.000   -545.814    0.000 |
    4 |   -13 -        mu+ | 23 |    2    3   12   12 |  2  1 | 126.547     -1.477  1.064 |     61.400    110.653   -262.557    0.106 |
    5 |    13 -        mu- | 23 |    2    3   10   10 |  2  1 | 159.599     -1.161 -2.281 |   -104.015   -121.048   -229.718    0.106 |
    6 |    -2 -       ubar | 23 |    2    3    9    9 |  2  1 |  40.191      0.513  1.495 |      3.024     40.077     21.549    0.330 |
    7 |    21 -          g | 23 |    2    3   11   42 |  2  8 |  47.453      2.920 -0.481 |     42.067    -21.957    438.643    0.000 |
    8 |    21 -          g | 23 |    2    3   27   35 |  2  9 |   8.112      1.649 -1.881 |     -2.477     -7.725     20.323   -0.000 |
    9 |    -2 -       ubar | 44 |    6    6   18   19 |  1  2 |  38.852      0.532  1.517 |      2.099     38.795     21.645    0.330 |
   10 |    13 -        mu- | 44 |    5    5   14   17 |  1  3 | 169.569     -1.111 -2.285 |   -111.109   -128.096   -229.719    0.106 |
   11 |    21 -          g | 44 |    7    7   24   44 |  1  3 |  33.783      2.975 -0.795 |     23.669    -24.105    330.022    0.000 |
   12 |   -13 -        mu+ | 52 |    4    4   13   16 |  1  2 | 116.769     -1.549  1.089 |     54.071    103.496   -262.463    0.106 |
   13 |   -13 -        mu+ |  1 |   12   12   -1   -1 |  1  0 | 117.035     -1.547  1.088 |     54.305    103.673   -262.409    0.106 |
   14 |    13 -        mu- |  1 |   10   10   -1   -1 |  1  0 | 169.287     -1.113 -2.285 |   -110.873   -127.926   -229.777    0.106 |
   15 |    22 -      gamma |  1 |   10   10   -1   -1 |  1  0 |   0.010     -1.117 -2.287 |     -0.007     -0.008     -0.014    0.000 |
   16 |    22 -      gamma |  1 |   12   12   -1   -1 |  1  0 |   0.000     -1.581  1.169 |      0.000      0.000     -0.000    0.000 |
   17 |    22 -      gamma |  1 |   10   10   -1   -1 |  1  0 |   0.000     -1.266 -2.313 |     -0.000     -0.000     -0.000    0.000 |
   18 |    21 -          g | 71 |    9    9   -1   -1 |  1  0 |   7.387      0.822  1.180 |      2.816      6.829      6.784    0.000 |
   19 |    -2 -       ubar | 71 |    9    9   -1   -1 |  1  0 |  26.670      0.468  1.554 |      0.452     26.666     12.942    0.755 |
   20 |     2 -          u | 71 |    0    0   -1   -1 |  1  0 |  10.684      5.302  0.857 |      6.997      8.074   1072.366    0.330 |
   21 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |   9.642      5.201  0.905 |      5.957      7.581    874.901    0.000 |
   22 |    21 -          g | 71 |    1    1   23   23 |  1  1 |   8.297     -3.778  3.110 |     -8.293      0.258   -181.372    0.000 |
   23 |  2212 -         p+ |  1 |    0   22   -1   -1 |  3  0 |   1.882     -3.872 -2.900 |     -1.827     -0.451    -45.166    0.938 |
   24 |     3 -          s | 71 |   11   11   45   49 |  1  5 |  16.296      2.995 -0.819 |     11.133    -11.901    162.502    0.500 |
   25 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   0.633      2.866 -1.635 |     -0.041     -0.632      5.539    0.000 |
   26 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   6.163      2.330 -0.894 |      3.860     -4.804     31.386    0.000 |
   27 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   0.527      1.932 -0.829 |      0.356     -0.389      1.781   -0.000 |
   28 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   0.363      2.851  1.641 |     -0.026      0.362      3.131   -0.000 |
   29 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   0.913      2.541 -1.888 |     -0.285     -0.867      5.755    0.000 |
   30 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   4.905      2.248 -2.443 |     -3.756     -3.155     22.953    0.000 |
   31 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   6.847      2.214 -2.304 |     -4.581     -5.088     30.959   -0.000 |
   32 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   1.764      2.392 -2.569 |     -1.483     -0.956      9.564   -0.000 |
   33 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   1.867      2.878 -3.111 |     -1.866     -0.057     16.539    0.000 |
   34 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   3.465      4.305 -0.210 |      3.389     -0.721    128.230    0.000 |
   35 |    21 -          g | 71 |    8    8   45   49 |  1  5 |   8.239      4.186  0.318 |      7.827      2.573    270.845   -0.000 |
   36 |    21 -          g | 71 |    0    1   45   49 |  2  5 |  11.787     -0.533  0.094 |     11.736      1.104     -6.579    0.000 |
   37 |    21 -          g | 71 |    1    1   45   49 |  1  5 |   5.996     -0.971  1.271 |      1.769      5.729     -6.781    0.000 |
   38 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   2.001      2.347 -0.910 |      1.228     -1.580     10.362    0.000 |
   39 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   0.617      1.828 -0.051 |      0.616     -0.032      1.871   -0.000 |
   40 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   0.778      3.279  0.902 |      0.482      0.611     10.315    0.000 |
   41 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   1.086      3.576 -0.242 |      1.054     -0.260     19.384    0.000 |
   42 |    21 -          g | 71 |    7    7   45   49 |  1  5 |   3.213      2.863 -1.352 |      0.698     -3.136     28.046   -0.000 |
   43 |    21 -          g | 71 |   11   11   45   49 |  1  5 |  12.014      2.984 -0.796 |      8.409     -8.580    118.476   -0.000 |
   44 |    -3 -       sbar | 71 |   11   11   45   49 |  1  5 |   5.152      2.845 -0.756 |      3.749     -3.533     44.165    0.500 |
   45 |  2212 -         p+ |  1 |    0   44   -1   -1 | 23  0 |   0.799      4.659 -0.023 |      0.799     -0.018     42.179    0.938 |
   46 |  2212 -         p+ |  1 |    0   44   -1   -1 | 23  0 |   2.386     -1.709  0.671 |      1.869      1.483     -6.375    0.938 |
   47 |  2212 -         p+ |  1 |    0   44   -1   -1 | 23  0 |   0.289      1.993 -2.359 |     -0.205     -0.203      1.039    0.938 |
   48 |  2212 -         p+ |  1 |    0   44   -1   -1 | 23  0 |   1.115      0.524  0.177 |      1.097      0.196      0.611    0.938 |
   49 |  2212 -         p+ |  1 |    0   44   -1   -1 | 23  0 |   0.776     -3.618 -2.586 |     -0.659     -0.409    -14.448    0.938 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   30 |  0  5 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   30 |  0  4 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    7 |  1  4 |   0.000  23167.201  0.000 |      0.000      0.000    411.201    0.000 |
    3 |     1 -          d | 21 |    1    1    4    7 |  1  4 |   0.000 -22953.357  0.000 |      0.000      0.000   -197.357    0.000 |
    4 |   -13 -        mu+ | 23 |    2    3   10   10 |  2  1 | 108.377      0.281 -0.151 |    107.148    -16.269     30.877    0.106 |
    5 |    13 -        mu- | 23 |    2    3   11   11 |  2  1 |  75.209     -1.342 -2.819 |    -71.329    -23.847   -134.097    0.106 |
    6 |    21 -          g | 23 |    2    3    9   25 |  2  9 |  64.815      1.111  1.609 |     -2.465     64.768     87.767   -0.000 |
    7 |    21 -          g | 23 |    2    3    8    8 |  2  1 |  41.475      2.411 -2.505 |    -33.355    -24.651    229.296    0.000 |
    8 |    21 -          g | 44 |    7    7   16   29 |  1  3 |  47.053      2.290 -2.646 |    -41.393    -22.375    229.927    0.000 |
    9 |    21 -          g | 51 |    6    6   17   17 |  1  1 |  23.328      0.542  1.659 |     -2.046     23.238     13.269   -0.000 |
   10 |   -13 -        mu+ | 44 |    4    4   12   14 |  1  2 | 107.573      0.330 -0.145 |    106.450    -15.499     36.192    0.106 |
   11 |    13 -        mu- | 52 |    5    5   13   15 |  1  2 |  69.091     -1.426 -2.798 |    -65.063    -23.246   -135.416    0.106 |
   12 |   -13 -        mu+ |  1 |   10   10   -1   -1 |  1  0 | 107.384      0.329 -0.141 |    106.324    -15.054     35.973    0.106 |
   13 |    13 -        mu- |  1 |   11   11   -1   -1 |  1  0 |  69.273     -1.422 -2.805 |    -65.392    -22.861   -135.267    0.106 |
   14 |    22 -      gamma |  1 |   10   10   -1   -1 |  1  0 |   0.128      0.328 -0.135 |      0.127     -0.017      0.043   -0.000 |
   15 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.003     -1.382 -2.728 |     -0.003     -0.001     -0.006    0.000 |
   16 |     2 -          u | 71 |    8    8   -1   -1 |  1  0 |  29.227      2.198 -2.648 |    -25.745    -13.835    130.047    0.330 |
   17 |     3 -          s | 71 |    9    9   -1   -1 |  1  0 |  21.619      0.619  1.642 |     -1.531     21.564     14.261    0.500 |
   18 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |  13.365      0.983  1.372 |      2.639     13.102     15.352   -0.000 |
   19 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   3.105      0.795  1.259 |      0.954      2.955      2.735   -0.000 |
   20 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   2.335      1.259  1.201 |      0.844      2.177      3.780   -0.000 |
   21 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   1.043      2.092  1.025 |      0.542      0.892      4.164   -0.000 |
   22 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   2.016      1.461  2.165 |     -1.129      1.670      4.110    0.000 |
   23 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |  11.913      1.459  1.948 |     -4.389     11.075     24.238    0.323 |
   24 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   1.552      1.214  1.626 |     -0.086      1.550      2.382   -0.000 |
   25 |    21 -          g | 71 |    6    6   -1   -1 |  1  0 |   5.120      1.700  2.022 |     -2.233      4.607     13.549   -0.000 |
   26 |     1 -          d | 71 |    0    0   27   27 |  1  1 |  14.530      2.374 -0.081 |     14.482     -1.179     77.319    0.330 |
   27 |  2212 -         p+ |  1 |    0   26   -1   -1 |  3  0 |   0.253      9.688 -0.415 |      0.231     -0.102   2038.898    0.938 |
   28 |    -2 -       ubar | 71 |    8    8   29   29 |  1  1 |  15.468      2.543 -2.645 |    -13.603     -7.364     97.715    0.330 |
   29 |  2212 -         p+ |  1 |    0   28   -1   -1 |  4  0 |   0.722     -3.580 -2.684 |     -0.648     -0.319    -12.947    0.938 |
   30 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.219    -10.314  0.694 |      0.168      0.140  -3302.984    0.938 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   24 |  0  3 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   23 |  0  2 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    21 -          g | 21 |    0    0    4    7 |  1  4 |   0.000  22792.984  0.000 |      0.000      0.000     36.984    0.000 |
    3 |     2 -          u | 21 |    1    1    4    7 |  1  4 |   0.000 -23415.611  0.000 |      0.000      0.000   -659.611    0.000 |
    4 |   -15 -       tau+ | 23 |    2    3   10   10 |  2  1 |  62.835     -0.123 -2.766 |    -58.463    -23.028     -7.776    1.777 |
    5 |    15 -       tau- | 23 |    2    3   11   11 |  2  1 |  61.023     -2.848  0.019 |     61.012      1.144   -524.462    1.777 |
    6 |     2 -          u | 23 |    2    3    8    8 |  2  1 |   9.730     -2.560 -1.788 |     -2.094     -9.502    -62.535    0.330 |
    7 |    21 -          g | 23 |    2    3    9   22 |  2  9 |  31.390     -0.799  1.585 |     -0.455     31.386    -27.853    0.000 |
    8 |     2 -          u | 52 |    6    6   12   13 |  1  2 |   9.639     -2.522 -1.797 |     -2.160     -9.394    -59.636    0.330 |
    9 |    21 -          g | 51 |    7    7   16   24 |  1  2 |   9.069     -0.986  1.999 |     -3.768      8.249    -10.458   -0.000 |
   10 |   -15 -       tau+ |  2 |    4    4   25   27 |  1  3 |  61.433     -0.103 -2.848 |    -58.808    -17.767     -6.358    1.777 |
   11 |    15 -       tau- |  2 |    5    5   28   31 |  1  4 |  59.353     -2.883 -0.027 |     59.332     -1.590   -528.454    1.777 |
   12 |     2 -          u | 71 |    8    8   -1   -1 |  1  0 |   1.948     -3.037 -2.144 |     -1.057     -1.636    -20.247    0.330 |
   13 |    21 -          g | 71 |    8    8   -1   -1 |  1  0 |   5.246     -2.206 -1.985 |     -2.111     -4.802    -23.516   -0.000 |
   14 |    21 -          g | 71 |    7    7   -1   -1 |  1  0 |   0.871     -1.186  1.308 |      0.226      0.841     -1.292    0.088 |
   15 |    21 -          g | 71 |    7    7   -1   -1 |  1  0 |   1.642     -0.452  2.201 |     -0.968      1.327     -0.768   -0.000 |
   16 |    -3 -       sbar | 71 |    9    9   -1   -1 |  1  0 |   7.468     -0.946  1.955 |     -2.796      6.924     -8.169    0.500 |
   17 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   8.764     -0.776  1.345 |      1.959      8.542     -7.508   -0.000 |
   18 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   3.560     -1.009  1.412 |      0.563      3.515     -4.234    0.000 |
   19 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   0.404     -0.160  1.571 |      0.000      0.404     -0.065   -0.000 |
   20 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   7.216     -1.004  1.441 |      0.937      7.155     -8.520    0.299 |
   21 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   0.753     -0.855  0.697 |      0.578      0.483     -0.726   -0.000 |
   22 |    21 -          g | 71 |    7    7   24   24 |  1  1 |   0.703      0.115  1.841 |     -0.188      0.678      0.081   -0.000 |
   23 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.959      2.502 -0.437 |      1.775     -0.829     11.875    0.938 |
   24 |  2212 -         p+ |  1 |    0   22   -1   -1 |  8  0 |   0.961     -0.751  2.129 |     -0.509      0.815     -0.791    0.938 |
   25 |   -16 -  nu_taubar |  1 |   10   10   -1   -1 |  1  0 |  50.259     -0.098 -2.839 |    -47.974    -14.981     -4.928   -0.000 |
   26 |   -13 -        mu+ |  1 |   10   10   -1   -1 |  1  0 |   6.045     -0.163 -2.899 |     -5.868     -1.453     -0.990    0.106 |
   27 |    14 -      nu_mu |  1 |   10   10   -1   -1 |  1  0 |   5.142     -0.085 -2.879 |     -4.967     -1.333     -0.439   -0.000 |
   28 |    16 -     nu_tau |  1 |   11   11   -1   -1 |  1  0 |  36.875     -2.889 -0.023 |     36.866     -0.849   -330.341   -0.000 |
   29 |   111 -        pi0 |  2 |   11   11   32   33 |  1  2 |   2.318     -2.900  0.001 |      2.318      0.003    -21.004    0.135 |
   30 |   111 -        pi0 |  2 |   11   11   34   35 |  1  2 |  13.601     -2.884 -0.015 |     13.599     -0.204   -121.299    0.135 |
   31 |  -211 -        pi- |  1 |   11   11   -1   -1 |  1  0 |   6.572     -2.836 -0.082 |      6.549     -0.540    -55.810    0.140 |
   32 |    22 -      gamma |  1 |   29   29   -1   -1 |  1  0 |   2.235     -2.889 -0.005 |      2.235     -0.011    -20.023   -0.000 |
   33 |    22 -      gamma |  1 |   29   29   -1   -1 |  1  0 |   0.084     -3.149  0.165 |      0.083      0.014     -0.980   -0.000 |
   34 |    22 -      gamma |  1 |   30   30   -1   -1 |  1  0 |   2.135     -2.907 -0.018 |      2.135     -0.038    -19.486   -0.000 |
   35 |    22 -      gamma |  1 |   30   30   -1   -1 |  1  0 |  11.465     -2.880 -0.014 |     11.464     -0.166   -101.814   -0.000 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   35 |  0 20 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   35 |  0 17 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    21 -          g | 21 |    0    0    4    6 |  1  3 |   0.000  23320.154  0.000 |      0.000      0.000    564.154    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    6 |  1  3 |   0.000 -22936.789  0.000 |      0.000      0.000   -180.789    0.000 |
    4 |   -13 -        mu+ | 23 |    2    3    7    7 |  2  1 |  95.695     -1.286  0.594 |     79.281     53.592   -159.926    0.106 |
    5 |    13 -        mu- | 23 |    2    3   10   10 |  2  1 |  33.590      1.103 -2.843 |    -32.107     -9.870     45.037    0.106 |
    6 |    -1 -       dbar | 23 |    2    3    8    8 |  2  1 |  64.320      2.745 -2.394 |    -47.174    -43.722    498.255    0.330 |
    7 |   -13 -        mu+ | 44 |    4    4    9   11 |  1  2 |  87.642     -1.378  0.505 |     76.693     42.417   -162.797    0.106 |
    8 |    -1 -       dbar | 44 |    6    6   14   28 |  1  3 |  42.246      3.175 -2.709 |    -38.346    -17.730    504.415    0.330 |
    9 |   -13 -        mu+ |  1 |    7    7   -1   -1 |  1  0 |  87.501     -1.380  0.514 |     76.200     43.011   -162.851    0.106 |
   10 |    13 -        mu- |  1 |    5    5   -1   -1 |  1  0 |  32.221      1.163 -2.908 |    -31.349     -7.445     46.525    0.106 |
   11 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |   0.000     -1.076  0.391 |      0.000      0.000     -0.000   -0.000 |
   12 |     2 -          u | 73 |    0    0   16   16 |  1  1 |   1.029      8.013  1.568 |      0.003      1.029   1553.253    0.785 |
   13 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.303     -7.303  1.001 |      0.164      0.255   -225.206    0.938 |
   14 |    21 -          g | 71 |    8    8   28   28 |  1  1 |   9.354      3.426 -2.636 |     -8.186     -4.527    143.738    0.000 |
   15 |    -1 -       dbar | 71 |    8    8   28   28 |  1  1 |  30.644      3.119 -2.713 |    -27.876    -12.728    345.915    0.608 |
   16 |     2 -          u | 71 |   12   12   19   35 |  1  4 |   1.029      8.013  1.568 |      0.003      1.029   1553.253    0.785 |
   17 |    21 -          g | 71 |    1    1   19   35 |  1  4 |   5.211     -2.839  1.456 |      0.597      5.176    -44.414   -0.000 |
   18 |    -2 -       ubar | 71 |    0    0   19   35 |  1  4 |   9.729      2.698 -1.935 |     -3.464     -9.091     71.874    0.330 |
   19 |  2212 -         p+ |  1 |    0   18   -1   -1 |  5  0 |   0.399      2.233 -0.943 |      0.235     -0.323      1.841    0.938 |
   20 |     2 -          u | 71 |    0    0   24   33 |  1  7 |   0.431      8.935 -2.458 |     -0.334     -0.272   1635.304    0.330 |
   21 |    21 -          g | 71 |    0    0   24   33 |  1  7 |  14.336      2.209 -1.725 |     -2.207    -14.166     64.517    0.000 |
   22 |     2 -          u | 71 |    0    0   24   33 |  1  7 |   5.758      2.474  3.104 |     -5.754      0.219     33.918    0.330 |
   23 |     1 -          d | 71 |    1    1   24   33 |  1  7 |   0.610     -7.722  2.467 |     -0.476      0.381   -687.929    0.330 |
   24 |  2212 -         p+ |  1 |    0   23   -1   -1 |  6  0 |   0.310      2.774 -1.032 |      0.159     -0.266      2.472    0.938 |
   25 |  2212 -         p+ |  1 |    0   23   -1   -1 |  6  0 |   0.480      4.011  2.706 |     -0.435      0.203     13.250    0.938 |
   26 |  2212 -         p+ |  1 |    0   23   -1   -1 |  6  0 |   0.434      3.581  2.271 |     -0.280      0.332      7.789    0.938 |
   27 |   310 -       K_S0 |  1 |    0    1   -1   -1 |  2  0 |   1.129     -0.935 -0.273 |      1.087     -0.304     -1.216    0.498 |
   28 |  2212 -         p+ |  1 |    0   15   -1   -1 |  5  0 |   0.981     -2.724  1.340 |      0.225      0.955     -7.446    0.938 |
   29 |  2212 -         p+ |  1 |    0   18   -1   -1 |  5  0 |   0.637     -2.256  1.713 |     -0.090      0.631     -3.007    0.938 |
   30 |  2212 -         p+ |  1 |    0   23   -1   -1 |  6  0 |   1.245      2.346 -2.019 |     -0.540     -1.122      6.443    0.938 |
   31 |   310 -       K_S0 |  1 |    0   23   -1   -1 |  6  0 |   1.323     -2.141 -2.933 |     -1.294     -0.273     -5.546    0.498 |
   32 |    11 -         e- |  1 |    0   23   -1   -1 |  6  0 |   0.042      8.145  2.930 |     -0.041      0.009     71.984    0.001 |
   33 |   -11 -         e+ |  1 |    0   23   -1   -1 |  6  0 |   0.001      5.793  1.026 |      0.000      0.001      0.115    0.001 |
   34 |    11 -         e- |  1 |    0   18   -1   -1 |  5  0 |   0.094      6.678 -2.320 |     -0.064     -0.069     37.373    0.001 |
   35 |   -11 -         e+ |  1 |    0   18   -1   -1 |  5  0 |   0.045      6.682 -2.314 |     -0.030     -0.033     17.840    0.001 |

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   26 |  0 10 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   26 |  0 10 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -2 -       ubar | 21 |    0    0    4    5 |  1  2 |   0.000  23081.211  0.000 |      0.000      0.000    325.211    0.000 |
    3 |     2 -          u | 21 |    1    1    4    5 |  1  2 |   0.000 -22790.568  0.000 |      0.000      0.000    -34.568    0.000 |
    4 |   -15 -       tau+ | 23 |    2    3    7    7 |  2  1 |  99.360      1.485  2.891 |    -96.250     24.665    208.036    1.777 |
    5 |    15 -       tau- | 23 |    2    3    6    6 |  2  1 |  99.360      0.757 -0.251 |     96.250    -24.665     82.607    1.777 |
    6 |    15 -       tau- | 44 |    5    5    8    9 |  1  2 |  98.246      0.696 -0.274 |     94.577    -26.598     74.010    1.777 |
    7 |   -15 -       tau+ |  2 |    4    4   22   24 |  1  3 |  94.359      1.564  2.875 |    -91.034     24.827    215.548    1.777 |
    8 |    15 -       tau- |  2 |    6    6   19   21 |  1  3 |  99.740      0.709 -0.277 |     95.942    -27.261     76.794    1.777 |
