18-Nov-2015 04:44:23 CST  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_50_madgraph_13TeV_25ns_reMiniAOD_50kevts.root
18-Nov-2015 04:44:25 CST  Successfully opened file file:/eos/uscms/store/user/skalafut/WR/13TeV/RunIISpring15_MiniAODBkgndFiles/DYJetsToLL_M_50_madgraph_13TeV_25ns_reMiniAOD_50kevts.root
Begin processing the 1st record. Run 1, Event 10356421, LumiSection 17913 at 18-Nov-2015 04:44:26.693 CST

THIS EVT HAS Z->tau tau + 2 gluons
[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    3 |    -2 -       ubar | 21 |    1    1    4    5 |  1  2 |   0.000 -22763.145  0.000 |      0.000      0.000     -7.145    0.000 |
    4 |    23 -         Z0 | 22 |    2    3    6    6 |  2  1 |  23.007      3.364 -0.608 |     18.882    -13.145    331.957   89.586 |
    5 |    21 -          g | 23 |    2    3   12   16 |  2  5 |  23.007      2.639  2.533 |    -18.882     13.145    160.233   -0.000 |
    6 |    23 -         Z0 | 44 |    4    4    7    7 |  1  1 |  22.151      3.396 -0.744 |     16.301    -14.998    330.105   89.586 |
    7 |    23 -         Z0 | 62 |    6    6    8    9 |  1  2 |  21.574      3.422 -0.739 |     15.950    -14.527    330.065   89.586 |
    8 |   -11 -         e+ |  1 |    7    7   -1   -1 |  1  0 |  49.434      1.564 -1.195 |     18.152    -45.980    112.950    0.001 |
    9 |    11 -         e- |  1 |    7    7   -1   -1 |  1  0 |  31.530      2.628  1.641 |     -2.202     31.453    217.115    0.001 |
   10 |  2212 -         p+ |  1 |    1    1   -1   -1 |  1  0 |   1.124     -7.198 -2.082 |     -0.550     -0.981   -751.157    0.938 |
   11 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.227     -3.091  2.101 |     -0.621      1.059    -13.466    0.938 |
   12 |    21 -          g | 71 |    1    5   17   22 |  2  2 |   1.538      0.983  3.119 |     -1.537      0.035      1.767    0.217 |
   13 |    21 -          g | 71 |    0    5   17   22 |  2  2 |   1.989      1.871 -0.693 |      1.531     -1.270      6.306    0.272 |
   14 |    21 -          g | 71 |    1    5   17   22 |  2  2 |   1.098      2.345  2.863 |     -1.056      0.302      5.675    0.252 |
   15 |    21 -          g | 71 |    5    5   17   22 |  1  2 |  21.471      2.606  2.466 |    -16.759     13.421    144.607   -0.000 |
   16 |    21 -          g | 71 |    0    5   17   22 |  2  2 |   1.581      3.421  3.078 |     -1.578      0.100     24.177    0.282 |
   17 |  2212 -         p+ |  1 |    0   16   -1   -1 |  7  0 |   1.518     -2.991  0.057 |      1.515      0.087    -15.060    0.938 |
   18 |    21 -          g | 71 |    0    1   19   23 |  2  2 |   5.671      4.393  1.855 |     -1.592      5.443    229.273    0.000 |
   19 |  2212 -         p+ |  1 |    0   18   -1   -1 |  3  0 |   0.460      5.026  0.875 |      0.295      0.353     35.074    0.938 |
   20 |  2212 -         p+ |  1 |    0    0   -1   -1 |  1  0 |   0.621      8.661  1.516 |      0.034      0.620   1794.021    0.938 |
   21 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   1.696     -3.028 -2.059 |     -0.796     -1.497    -17.469    0.938 |
   22 |   310 -       K_S0 |  1 |    0   16   -1   -1 |  7  0 |   1.046     -1.620  2.438 |     -0.798      0.677     -2.540    0.498 |
   23 |  2212 -         p+ |  1 |    0   18   -1   -1 |  3  0 |   0.803      4.188 -1.092 |      0.370     -0.713     26.455    0.938 |

THIS EVT HAS Z->tautau + 1 gluon + 2 quarks
[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   51 |  0 16 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   51 |  0 15 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    7 |  1  4 |   0.000  24946.371  0.000 |      0.000      0.000   2190.371    0.000 |
    3 |     3 -          s | 21 |    1    1    4    7 |  1  4 |   0.000 -22858.027  0.000 |      0.000      0.000   -102.027    0.000 |
    4 |    23 -         Z0 | 22 |    2    3    8    8 |  2  1 |  56.639     -0.958 -1.878 |    -17.148    -53.981    -62.935   91.910 |
    5 |    21 -          g | 23 |    2    3   26   35 |  2 10 |  52.448      2.513 -1.466 |      5.511    -52.158    321.633    0.000 |
    6 |     2 -          u | 23 |    2    3   12   12 |  2  1 |  40.121      4.014 -0.491 |     35.384    -18.912   1110.868   -0.000 |
    7 |     3 -          s | 23 |    2    3    9    9 |  2  1 | 127.286      2.432  1.758 |    -23.746    125.051    718.777   -0.000 |
    8 |    23 -         Z0 | 44 |    4    4   10   10 |  1  1 |  51.998     -1.041 -2.146 |    -28.284    -43.633    -64.448   91.910 |
    9 |     3 -          s | 44 |    7    7   25   40 |  1  3 | 128.015      2.436  1.763 |    -24.409    125.667    726.085    0.000 |
   10 |    23 -         Z0 | 44 |    8    8   11   11 |  1  1 |  55.494     -0.979 -2.172 |    -31.387    -45.765    -63.455   91.910 |
   11 |    23 -         Z0 | 44 |   10   10   13   13 |  1  1 |  55.443     -0.979 -2.173 |    -31.386    -45.704    -63.371   91.910 |
   12 |     2 -          u | 44 |    6    6   20   20 |  1  1 |  39.105      4.036 -0.440 |     35.374    -16.669   1106.129   -0.000 |
   13 |    23 -         Z0 | 62 |   11   11   14   15 |  1  2 |  55.223     -0.983 -2.171 |    -31.212    -45.557    -63.436   91.910 |
   14 |   -15 -       tau+ |  2 |   13   13   44   46 |  1  3 |  34.478     -0.947 -0.471 |     30.719    -15.654    -37.735    1.777 |
   15 |    15 -       tau- |  2 |   13   13   42   43 |  1  2 |  68.772     -0.366 -2.692 |    -61.931    -29.902    -25.701    1.777 |
   16 |    -3 -       sbar | 73 |    0    1   22   22 |  2  1 |  15.936     -1.262 -0.816 |     10.917    -11.609    -25.898    0.589 |
   17 |    -4 -       cbar | 71 |    0    1   18   18 |  2  1 |   2.885     -4.232 -1.128 |      1.236     -2.607    -99.305    1.762 |
   18 |  -433 -      D*_s- |  2 |    0   17   47   47 |  3  1 |   2.730     -4.311 -1.045 |      1.369     -2.362   -101.672    2.112 |
   19 |  2212 -         p+ |  1 |    0    0   -1   -1 |  1  0 |   0.777      8.136  1.506 |      0.050      0.775   1325.936    0.938 |
   20 |     2 -          u | 71 |   12   12   -1   -1 |  1  0 |  30.292      4.052 -0.377 |     28.169    -11.140    870.579    0.000 |
   21 |     3 -          s | 71 |    0    0   48   49 |  1  2 |   1.247      1.332  2.787 |     -1.169      0.434      2.198    0.500 |
   22 |    -3 -       sbar | 71 |   16   16   48   49 |  1  2 |  15.936     -1.262 -0.816 |     10.917    -11.609    -25.898    0.589 |
   23 |     2 -          u | 71 |    0    1   41   51 |  2  3 |   3.782     -3.687 -0.785 |      2.674     -2.674    -75.464    0.330 |
   24 |    -2 -       ubar | 71 |    0    0   41   51 |  1  3 |   0.740      5.017  0.252 |      0.717      0.184     55.870    0.330 |
   25 |     3 -          s | 71 |    9    9   39   40 |  1  2 | 123.715      2.474  1.781 |    -25.818    120.991    728.855    0.093 |
   26 |    21 -          g | 71 |    0    5   39   40 |  3  2 |   1.050      3.871 -1.256 |      0.325     -0.998     25.193    0.191 |
   27 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   6.083      3.392 -1.775 |     -1.235     -5.956     90.286    0.000 |
   28 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   0.992      2.182 -1.934 |     -0.353     -0.928      4.343    0.000 |
   29 |    21 -          g | 71 |    5    5   39   40 |  1  2 |  11.093      2.472 -1.350 |      2.426    -10.824     65.249    0.000 |
   30 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   5.943      2.607 -1.471 |      0.593     -5.914     40.060    0.000 |
   31 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   3.143      2.505 -1.244 |      1.010     -2.977     19.113    0.000 |
   32 |    21 -          g | 71 |    5    5   39   40 |  1  2 |  13.185      2.394 -1.427 |      1.886    -13.049     71.605    0.000 |
   33 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   4.960      2.397 -1.509 |      0.307     -4.951     27.027    0.000 |
   34 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   0.260      3.513 -0.811 |      0.179     -0.189      4.362    0.000 |
   35 |    21 -          g | 71 |    5    5   39   40 |  1  2 |   2.266      2.177 -1.469 |      0.231     -2.254      9.867    0.000 |
   36 |     4 -          c | 71 |    1    1   38   38 |  1  1 |   0.666     -5.786  0.900 |      0.414      0.522   -108.346    1.500 |
   37 |    21 -          g | 71 |    0    0   38   38 |  1  1 |   5.350      3.760 -2.801 |     -5.043     -1.786    114.811    0.412 |
   38 |   433 -      D*_s+ |  2 |    0   37   52   52 |  4  1 |   0.654     -5.486  0.572 |      0.550      0.354    -78.875    2.112 |
   39 |   111 -        pi0 |  2 |    0   35   53   53 | 14  1 |  33.039      2.462  1.781 |     -6.886     32.314    192.341    0.135 |
   40 |  2212 -         p+ |  1 |    0   35   -1   -1 | 14  0 |   0.873      1.991  1.956 |     -0.328      0.809      3.137    0.938 |
   41 |   310 -       K_S0 |  1 |    0   24   -1   -1 |  4  0 |   1.152     -0.823  2.175 |     -0.655      0.948     -1.058    0.498 |
   42 |    16 -     nu_tau |  1 |   15   15   -1   -1 |  1  0 |  46.407     -0.370 -2.675 |    -41.437    -20.894    -17.556   -0.000 |
   43 |  -211 -        pi- |  1 |   15   15   -1   -1 |  1  0 |  22.387     -0.356 -2.727 |    -20.494     -9.008     -8.145    0.140 |
   44 |   -16 -  nu_taubar |  1 |   14   14   -1   -1 |  1  0 |  20.264     -0.959 -0.445 |     18.294     -8.714    -22.561   -0.000 |
   45 |   -11 -         e+ |  1 |   14   14   -1   -1 |  1  0 |   8.397     -0.878 -0.514 |      7.310     -4.132     -8.362    0.001 |
   46 |    12 -       nu_e |  1 |   14   14   -1   -1 |  1  0 |   5.835     -0.995 -0.502 |      5.115     -2.808     -6.812    0.000 |
   47 |  -431 -       D_s- |  2 |   18   18   -1   -1 |  1  0 |   2.401     -4.353 -1.011 |      1.276     -2.035    -93.328    1.968 |
   48 |    11 -         e- |  1 |    1   22   -1   -1 |  3  0 |   0.151     -5.124  0.317 |      0.144      0.047    -12.697    0.001 |
   49 |   -11 -         e+ |  1 |    1   22   -1   -1 |  3  0 |   0.002     -3.906 -2.458 |     -0.002     -0.002     -0.060    0.001 |
   50 |    11 -         e- |  1 |    0   24   -1   -1 |  4  0 |   0.456     -0.638  2.381 |     -0.330      0.314     -0.311    0.001 |
   51 |   -11 -         e+ |  1 |    0   24   -1   -1 |  4  0 |   0.496     -0.638  2.378 |     -0.358      0.343     -0.339    0.001 |
   52 |   431 -       D_s+ |  2 |   38   38   -1   -1 |  1  0 |   0.676     -5.442  0.465 |      0.604      0.303    -78.025    1.968 |
   53 |    22 -      gamma |  1 |   39   39   -1   -1 |  1  0 |  29.893      2.463  1.780 |     -6.196     29.244    174.135    0.000 |

THIS EVT HAS no Z boson!
[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   17 |  0 10 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   17 |  0 11 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    5 |  1  2 |   0.000  24167.680  0.000 |      0.000      0.000   1411.680    0.000 |
    3 |    -2 -       ubar | 21 |    1    1    4    5 |  1  2 |   0.000 -22756.461  0.000 |      0.000      0.000     -0.461    0.000 |
    4 |   -13 -        mu+ | 23 |    2    3    6    6 |  2  1 |  16.360      5.027 -0.189 |     16.068     -3.077   1247.543    0.106 |
    5 |    13 -        mu- | 23 |    2    3    7    7 |  2  1 |  16.360      2.999  2.952 |    -16.068      3.077    163.676    0.106 |
    6 |   -13 -        mu+ |  1 |    4    4   -1   -1 |  1  0 |  17.841      4.875 -0.249 |     17.292     -4.389   1168.157    0.106 |
    7 |    13 -        mu- |  1 |    5    5   -1   -1 |  1  0 |  10.769      2.422 -3.004 |    -10.667     -1.474     60.197    0.106 |
    8 |    21 -          g | 71 |    0    1   -1   -1 |  2  0 |   6.158     -0.068 -0.729 |      4.593     -4.102     -0.416   -0.000 |
    9 |    21 -          g | 71 |    0    1   10   10 |  2  1 |   5.011      0.947  2.827 |     -4.765      1.551      5.491    0.525 |
   10 |  2212 -         p+ |  1 |    0    9   -1   -1 |  3  0 |   0.239     -1.465  0.336 |      0.225      0.079     -0.489    0.938 |
   11 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.545      8.297 -2.262 |     -0.347     -0.420   1093.127    0.938 |
   12 |     2 -          u | 71 |    1    1   14   17 |  1  4 |  10.217      3.554  2.337 |     -7.081      7.365    178.477    0.330 |
   13 |    -1 -       dbar | 71 |    0    1   14   17 |  2  4 |   1.265     -4.762  0.522 |      1.096      0.630    -73.973    0.330 |
   14 |    11 -         e- |  1 |    0   13   -1   -1 |  4  0 |   0.066     -2.343 -1.241 |      0.021     -0.063     -0.342    0.001 |
   15 |   -11 -         e+ |  1 |    0   13   -1   -1 |  4  0 |   0.045     -2.553 -1.219 |      0.016     -0.042     -0.288    0.001 |
   16 |    11 -         e- |  1 |    0   13   -1   -1 |  4  0 |   0.082      3.412  0.604 |      0.068      0.047      1.247    0.001 |
   17 |   -11 -         e+ |  1 |    0   13   -1   -1 |  4  0 |   0.203      3.488  0.671 |      0.159      0.126      3.312    0.001 |

THIS EVT HAS Z->tautau + 3 gluons and 1 quark
[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   51 |  0  9 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   62 |  0  4 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    21 -          g | 21 |    0    0    4    8 |  1  5 |   0.000  22782.496  0.000 |      0.000      0.000     26.496    0.000 |
    3 |     2 -          u | 21 |    1    1    4    8 |  1  5 |   0.000 -24351.285  0.000 |      0.000      0.000  -1595.285    0.000 |
    4 |    23 -         Z0 | 22 |    2    3    9    9 |  2  1 | 108.536     -2.831  1.116 |     47.700     97.493   -917.365   90.353 |
    5 |    21 -          g | 23 |    2    3   18   59 |  2  9 |  21.388     -1.204  1.548 |      0.486     21.382    -32.421   -0.000 |
    6 |    21 -          g | 23 |    2    3   17   48 |  2  5 |  55.701     -1.176 -1.562 |      0.485    -55.699    -81.643    0.000 |
    7 |    21 -          g | 23 |    2    3   12   38 |  2 10 |  47.207     -1.030 -1.824 |    -11.827    -45.702    -57.718   -0.000 |
    8 |     2 -          u | 23 |    2    3   11   11 |  2  1 |  40.777     -3.160 -2.699 |    -36.843    -17.474   -479.641   -0.000 |
    9 |    23 -         Z0 | 44 |    4    4   10   10 |  1  1 | 113.612     -2.819  1.126 |     48.874    102.562   -949.099   90.353 |
   10 |    23 -         Z0 | 44 |    9    9   13   13 |  1  1 | 113.935     -2.819  1.151 |     46.485    104.021   -951.131   90.353 |
   11 |     2 -          u | 44 |    8    8   30   70 |  1  5 |  36.458     -3.131 -2.724 |    -33.326    -14.782   -416.614    0.000 |
   12 |    21 -          g | 51 |    7    7   26   44 |  1  2 |   8.287     -0.225 -2.256 |     -5.242     -6.419     -1.882   -0.000 |
   13 |    23 -         Z0 | 44 |   10   10   15   15 |  1  1 | 114.043     -2.818  1.142 |     47.443    103.706   -951.437   90.353 |
   14 |    21 -          g | 51 |    7    7   24   39 |  1  2 |  11.346     -1.149 -2.149 |     -6.205     -9.499    -16.097   -0.000 |
   15 |    23 -         Z0 | 44 |   13   13   16   16 |  1  1 | 114.044     -2.818  1.142 |     47.445    103.706   -951.444   90.353 |
   16 |    23 -         Z0 | 62 |   15   15   19   20 |  1  2 | 114.428     -2.815  1.129 |     48.966    103.422   -951.421   90.353 |
   17 |    21 -          g | 62 |    6    6   44   44 |  1  1 |   0.475     -0.872 -2.267 |     -0.304     -0.364     -0.469   -0.000 |
   18 |    21 -          g | 62 |    5    5   51   51 |  1  1 |   2.210     -0.730 -1.931 |     -0.778     -2.068     -1.759    0.000 |
   19 |   -15 -       tau+ | 23 |   16   16   21   22 |  1  2 |  41.669     -2.710  2.254 |    -26.308     32.314   -311.674    1.777 |
   20 |    15 -       tau- | 23 |   16   16   23   23 |  1  1 | 103.549     -2.521  0.757 |     75.274     71.107   -639.747    1.777 |
   21 |   -15 -       tau+ |  2 |   19   19   63   65 |  1  3 |  41.669     -2.710  2.254 |    -26.307     32.314   -311.674    1.777 |
   22 |    22 -      gamma |  1 |   19   19   -1   -1 |  1  0 |   0.000     -2.276  2.055 |     -0.000      0.000     -0.001    0.000 |
   23 |    15 -       tau- |  2 |   20   20   66   68 |  1  3 | 103.549     -2.521  0.757 |     75.274     71.107   -639.747    1.777 |
   24 |     1 -          d | 71 |   14   14   27   27 |  1  1 |   6.530     -1.259 -2.151 |     -3.581     -5.460    -10.571    0.330 |
   25 |    21 -          g | 71 |    7    7   27   27 |  1  1 |   0.763     -1.572 -2.893 |     -0.740     -0.188     -1.759    0.000 |
   26 |    -4 -       cbar | 71 |   12   12   27   27 |  1  1 |   5.213     -0.110 -1.907 |     -1.720     -4.921     -0.572    1.500 |
   27 |  -411 -         D- |  2 |   24   26   -1   -1 |  3  0 |   3.107     -0.303 -2.181 |     -1.779     -2.547     -0.957    1.870 |
   28 |     3 -          s | 71 |    0    0   -1   -1 |  1  0 |   7.877      5.455 -0.603 |      6.488     -4.467    921.161    0.500 |
   29 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |   5.434      5.191 -0.463 |      4.863     -2.426    487.930    0.000 |
   30 |     2 -          u | 71 |   11   11   40   70 |  1  3 |  29.470     -2.995 -2.326 |    -20.190    -21.468   -293.648    0.000 |
   31 |    21 -          g | 71 |   11   11   40   70 |  1  3 |   8.623     -2.993 -2.499 |     -6.902     -5.169    -85.814    0.000 |
   32 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   2.036     -1.476 -0.091 |      2.028     -0.186     -4.220    0.000 |
   33 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   3.552     -1.117 -1.047 |      1.776     -3.075     -4.847    0.322 |
   34 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   4.198     -0.719 -1.494 |      0.323     -4.185     -3.286   -0.000 |
   35 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   4.959     -1.474 -2.013 |     -2.124     -4.482    -10.261    0.000 |
   36 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   3.629     -1.519 -2.389 |     -2.648     -2.481     -7.894    0.000 |
   37 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   1.896     -1.410 -2.684 |     -1.701     -0.837     -3.653    0.000 |
   38 |    21 -          g | 71 |    7    7   40   70 |  1  3 |   7.460     -1.129 -2.452 |     -5.756     -4.745    -10.327    0.000 |
   39 |    -1 -       dbar | 71 |   14   14   40   70 |  1  3 |   4.333     -1.051 -2.233 |     -2.663     -3.419     -5.442    0.330 |
   40 |  2212 -         p+ |  1 |   11   39   -1   -1 | 11  0 |   0.486     -3.241 -2.202 |     -0.287     -0.392     -6.201    0.938 |
   41 |    -2 -       ubar | 71 |    0    0   42   43 |  1  2 |  10.427     -0.675 -2.046 |     -4.773     -9.270     -7.588    0.330 |
   42 |  2212 -         p+ |  1 |    0   41   -1   -1 |  2  0 |   1.073      6.624  0.580 |      0.898      0.588    404.229    0.938 |
   43 |  2212 -         p+ |  1 |    0   41   -1   -1 |  2  0 |   0.780      0.218 -2.414 |     -0.582     -0.519      0.171    0.938 |
   44 |     4 -          c | 71 |   12   17   49   50 |  2  2 |   6.135     -0.812 -2.188 |     -3.553     -5.001     -5.547    1.574 |
   45 |    21 -          g | 71 |    6    6   49   50 |  1  2 |  31.478     -0.924 -1.614 |     -1.354    -31.449    -33.414   -0.000 |
   46 |    21 -          g | 71 |    6    6   49   50 |  1  2 |   1.383     -1.129 -1.666 |     -0.131     -1.376     -1.913   -0.000 |
   47 |    21 -          g | 71 |    6    6   49   50 |  1  2 |   1.043     -0.125 -0.673 |      0.816     -0.650     -0.131    0.210 |
   48 |    21 -          g | 71 |    6    6   49   50 |  1  2 |   0.265     -1.809 -2.881 |     -0.256     -0.068     -0.788    0.000 |
   49 |   423 -        D*0 |  2 |    0   48   71   71 |  6  1 |   5.928     -0.854 -2.115 |     -3.068     -5.072     -5.697    2.007 |
   50 |  2212 -         p+ |  1 |    0   48   -1   -1 |  6  0 |   7.707     -0.924 -1.626 |     -0.426     -7.696     -8.184    0.938 |
   51 |     2 -          u | 71 |    0   18   60   62 |  2  3 |  10.558     -0.751 -1.933 |     -3.745     -9.872     -8.695    0.388 |
   52 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   0.331     -2.150 -2.756 |     -0.306     -0.124     -1.400   -0.000 |
   53 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   2.883     -1.232  2.473 |     -2.262      1.788     -4.523    0.000 |
   54 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   3.343     -1.288  1.938 |     -1.202      3.120     -5.597    0.440 |
   55 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   1.438     -1.356  0.785 |      1.017      1.017     -2.605    0.000 |
   56 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   2.729     -1.527  1.333 |      0.642      2.652     -5.985    0.000 |
   57 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   7.181     -1.301  1.213 |      2.514      6.727    -12.205    0.000 |
   58 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   3.825     -1.278  1.487 |      0.322      3.811     -6.328    0.590 |
   59 |    21 -          g | 71 |    5    5   60   62 |  1  3 |   5.415     -1.161  1.889 |     -1.694      5.144     -7.796    0.000 |
   60 |  2212 -         p+ |  1 |    1   59   -1   -1 | 10  0 |   3.060     -1.496  1.235 |      1.008      2.889     -6.488    0.938 |
   61 |  2212 -         p+ |  1 |    1   59   -1   -1 | 10  0 |   0.308     -8.617  3.063 |     -0.307      0.024   -850.307    0.938 |
   62 |  2212 -         p+ |  1 |    1   59   -1   -1 | 10  0 |   0.844     -1.174  2.173 |     -0.478      0.696     -1.236    0.938 |
   63 |   -16 -  nu_taubar |  1 |   21   21   -1   -1 |  1  0 |  25.557     -2.694  2.231 |    -15.676     20.185   -188.096   -0.000 |
   64 |   111 -        pi0 |  2 |   21   21   72   73 |  1  2 |   0.743     -2.734  2.301 |     -0.496      0.554     -5.696    0.135 |
   65 |   211 -        pi+ |  1 |   21   21   -1   -1 |  1  0 |  15.386     -2.734  2.290 |    -10.135     11.576   -117.882    0.140 |
   66 |    16 -     nu_tau |  1 |   23   23   -1   -1 |  1  0 |  41.995     -2.531  0.754 |     30.613     28.748   -262.070    0.000 |
   67 |    11 -         e- |  1 |   23   23   -1   -1 |  1  0 |  14.914     -2.487  0.779 |     10.609     10.483    -89.009    0.001 |
   68 |   -12 -    nu_ebar |  1 |   23   23   -1   -1 |  1  0 |  46.644     -2.522  0.752 |     34.052     31.876   -288.668    0.000 |
   69 |    11 -         e- |  1 |   11   39   -1   -1 | 11  0 |   0.045     -2.030  1.250 |      0.014      0.042     -0.167    0.001 |
   70 |   -11 -         e+ |  1 |   11   39   -1   -1 | 11  0 |   0.001     -2.477 -1.219 |      0.001     -0.001     -0.009    0.001 |
   71 |   421 -         D0 |  2 |   49   49   -1   -1 |  1  0 |   5.556     -0.858 -2.110 |     -2.853     -4.768     -5.376    1.865 |
   72 |    22 -      gamma |  1 |   64   64   -1   -1 |  1  0 |   0.374     -2.845  2.428 |     -0.283      0.245     -3.209   -0.000 |
   73 |    22 -      gamma |  1 |   64   64   -1   -1 |  1  0 |   0.375     -2.590  2.174 |     -0.213      0.309     -2.487    0.000 |

