04-Jul-2016 14:31:59 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
04-Jul-2016 14:32:02 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 04-Jul-2016 14:32:04.399 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   38 |    21 -          g | 71 |   16   16   68   63 |  1 13 |  53.173     -0.893 -0.633 |     42.870    -31.457    -54.027   -0.000 |
   39 |    21 -          g | 71 |   16   16   68   63 |  1 13 |  12.650     -0.884 -0.694 |      9.727     -8.087    -12.692   -0.000 |
   40 |    21 -          g | 71 |   16   16   68   63 |  1 13 |   8.974     -0.937 -0.571 |      7.551     -4.849     -9.700   -0.000 |
   41 |    21 -          g | 71 |   16   16   68   63 |  1 13 |   6.057     -0.706 -0.433 |      5.498     -2.540     -4.641   -0.000 |
   42 |    21 -          g | 71 |   15   15   68   63 |  1 13 |  10.742      0.615 -2.844 |    -10.268     -3.154      7.035   -0.000 |
   43 |    21 -          g | 71 |   15   15   68   63 |  1 13 |   5.901      0.615 -2.947 |     -5.790     -1.140      3.860   -0.000 |
   44 |    21 -          g | 71 |   15   15   68   63 |  1 13 |  18.703      0.356  1.288 |      5.219     17.960      6.795    0.000 |
   45 |    21 -          g | 71 |   15   15   68   63 |  1 13 |  86.101      0.318  1.286 |     24.155     82.643     27.855   -0.000 |
   46 |    21 -          g | 71 |   15   15   68   63 |  1 13 |  27.362      0.296  1.298 |      7.369     26.351      8.226   -0.000 |
   47 |    -3 -       sbar | 71 |   15   15   68   63 |  1 13 | 145.289      0.321  1.278 |     41.971    139.095     47.376    0.500 |
   48 |   331 -       eta' |  2 |   29   47   69   69 | 21  1 |  78.026     -1.000 -0.598 |     64.479    -43.937    -91.729    0.958 |
   49 |   111 -        pi0 |  2 |   29   47   70   70 | 21  1 |  30.642     -0.873 -0.656 |     24.283    -18.689    -30.266    0.135 |
   50 |    21 -          g | 71 |    1    1   64   54 |  1  3 |  16.455     -2.524  0.896 |     10.283     12.846   -101.992   -0.000 |
   51 |    21 -          g | 71 |    1    1   64   54 |  1  3 |   9.560     -2.578  0.976 |      5.358      7.917    -62.604    0.000 |
   52 |    21 -          g | 71 |    0    1   64   54 |  2  3 |   9.183     -0.672  1.251 |      2.888      8.717     -6.643   -0.000 |
   53 |    21 -          g | 71 |    0    1   64   54 |  2  3 |   5.733      0.999 -1.753 |     -1.040     -5.638      6.729    0.213 |
   54 |  2212 -         p+ |  1 |    1   53   -1   -1 |  6  0 |   0.948     -4.069  1.455 |      0.109      0.941    -27.720    0.938 |
   55 |   111 -        pi0 |  2 |   20   22   71   72 |  3  2 | 248.668     -0.999 -0.584 |    207.414   -137.168   -291.936    0.135 |
   56 |   111 -        pi0 |  2 |   29   47   73   74 | 21  2 |  22.488     -0.996 -0.578 |     18.835    -12.286    -26.284    0.135 |
   57 |   111 -        pi0 |  2 |   29   47   75   75 | 21  1 |  40.365     -1.005 -0.600 |     33.321    -22.782    -47.739    0.135 |
   58 |   111 -        pi0 |  2 |   29   47   76   76 | 21  1 |  19.510     -0.975 -0.569 |     16.433    -10.516    -22.176    0.135 |
   59 |   310 -       K_S0 |  1 |   29   47   -1   -1 | 21  0 |  13.130     -0.913 -0.555 |     11.158     -6.919    -13.727    0.498 |
   60 |   310 -       K_S0 |  1 |   29   47   -1   -1 | 21  0 |   3.295      0.470  1.444 |      0.416      3.269      1.608    0.498 |
   61 |   310 -       K_S0 |  1 |   29   47   -1   -1 | 21  0 |   1.998      0.550  1.159 |      0.800      1.831      1.155    0.498 |
   62 |   310 -       K_S0 |  1 |   29   47   -1   -1 | 21  0 |   2.075      0.367  1.527 |      0.091      2.073      0.778    0.498 |
   63 |   310 -       K_S0 |  1 |   29   47   -1   -1 | 21  0 |  30.225      0.325  1.275 |      8.803     28.915      9.991    0.498 |
   64 |   310 -       K_S0 |  1 |    1   53   -1   -1 |  6  0 |   3.399     -1.071  1.434 |      0.463      3.367     -4.379    0.498 |
   65 |   310 -       K_S0 |  1 |    1   53   -1   -1 |  6  0 |   1.644     -1.328  0.963 |      0.938      1.350     -2.885    0.498 |
   66 |    22 -      gamma |  1 |   23   23   -1   -1 |  1  0 |  68.353     -1.004 -0.588 |     56.887    -37.893    -80.729   -0.000 |
   67 |    22 -      gamma |  1 |   23   23   -1   -1 |  1  0 | 197.405     -1.004 -0.589 |    164.165   -109.628   -233.134   -0.000 |
   68 |   111 -        pi0 |  2 |   29   47   79   79 | 21  1 |  25.571     -1.004 -0.592 |     21.220    -14.268    -30.214    0.135 |
   69 |    22 -      gamma |  1 |   48   48   -1   -1 |  1  0 |  12.504     -1.013 -0.600 |     10.321     -7.060    -14.947    0.000 |
   70 |    22 -      gamma |  1 |   49   49   -1   -1 |  1  0 |  29.006     -0.872 -0.657 |     22.969    -17.714    -28.635    0.000 |
   71 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 |  99.213     -0.999 -0.584 |     82.789    -54.673   -116.457    0.000 |
   72 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 | 149.455     -0.999 -0.585 |    124.625    -82.495   -175.478    0.000 |
   73 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  12.375     -0.996 -0.573 |     10.401     -6.704    -14.463   -0.000 |
   74 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  10.114     -0.996 -0.585 |      8.434     -5.582    -11.821   -0.000 |
   75 |    22 -      gamma |  1 |   57   57   -1   -1 |  1  0 |  36.052     -1.006 -0.600 |     29.746    -20.369    -42.689   -0.000 |
   76 |    22 -      gamma |  1 |   58   58   -1   -1 |  1  0 |  10.110     -0.970 -0.565 |      8.540     -5.411    -11.416   -0.000 |
   77 |    11 -         e- |  1 |   29   47   -1   -1 | 21  0 |   0.780     -0.983 -0.653 |      0.619     -0.474     -0.896    0.001 |
   78 |   -11 -         e+ |  1 |   29   47   -1   -1 | 21  0 |   0.381     -0.991 -0.629 |      0.308     -0.224     -0.442    0.001 |
   79 |    22 -      gamma |  1 |   68   68   -1   -1 |  1  0 |  17.141     -1.003 -0.588 |     14.258     -9.515    -20.221    0.000 |
Begin processing the 6th record. Run 1, Event 6, LumiSection 1 at 04-Jul-2016 14:32:07.302 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   40 |  0  5 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   41 |  0 14 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     1 -          d | 21 |    0    0    4    4 |  1  1 |   0.000  26232.502  0.000 |      0.000      0.000   3476.502    0.000 |
    3 |    -2 -       ubar | 21 |    1    1    4    4 |  1  1 |   0.000 -25282.135  0.000 |      0.000      0.000  -2526.135    0.000 |
    4 | -9900024 -       W_R- | 22 |    2    3    5    5 |  2  1 |   0.000  23706.367  0.000 |      0.000      0.000    950.367 5926.925 |
    5 | -9900024 -       W_R- | 62 |    4    4    6    7 |  1  2 | 118.682      2.533 -0.062 |    118.454     -7.360    742.806 5926.925 |
    6 |    11 -         e- | 23 |    5    5    8    9 |  1  2 | 2196.288      0.257  1.240 |    712.822   2077.394    570.557    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 2167.827      0.079 -1.849 |   -594.368  -2084.754    172.249 2999.993 |
    8 |    11 -         e- |  1 |    6    6   -1   -1 |  1  0 | 2195.466      0.257  1.240 |    712.532   2076.624    570.330    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   0.823      0.273  1.211 |      0.290      0.770      0.227    0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 2167.827      0.079 -1.849 |   -594.368  -2084.754    172.249 2999.993 |
   11 |    11 -         e- |  1 |   10   10   -1   -1 |  1  0 | 1019.408      0.473 -0.477 |    905.804   -467.665    499.850    0.001 |
   12 |    -1 -       dbar | 23 |   10   10   20   29 |  1  9 | 134.185     -1.470 -0.343 |    126.371    -45.122   -276.484    0.330 |
   13 |     4 -          c | 23 |   10   10   14   14 |  1  1 | 2262.017     -0.023 -2.373 |  -1626.543  -1571.967    -51.118    1.500 |
   14 |     4 -          c | 52 |   13   13   23   28 |  1  6 | 2251.704     -0.023 -2.373 |  -1619.127  -1564.799    -50.885    1.500 |
   15 |     4 -          c | 71 |   12   12   21   22 |  1  2 |  11.199     -0.366 -1.760 |     -2.110    -10.998     -4.196    2.039 |
   16 |    21 -          g | 71 |   12   12   21   22 |  1  2 |  14.503     -1.402  0.048 |     14.487      0.696    -27.682   -0.000 |
   17 |    21 -          g | 71 |   12   12   21   22 |  1  2 |  10.417     -1.464 -0.183 |     10.244     -1.893    -21.303    0.000 |
   18 |    21 -          g | 71 |   12   12   21   22 |  1  2 |   8.121     -1.558 -0.438 |      7.356     -3.442    -18.422    0.000 |
   19 |    21 -          g | 71 |   12   12   21   22 |  1  2 |  26.915     -1.546 -0.366 |     25.134     -9.627    -60.253    0.000 |
   20 |    -1 -       dbar | 71 |   12   12   21   22 |  1  2 |  63.411     -1.545 -0.394 |     58.551    -24.346   -141.843    0.330 |
   21 |   421 -         D0 |  2 |   15   20   -1   -1 |  7  0 |   7.208     -0.397 -1.669 |     -0.705     -7.173     -2.940    1.865 |
   22 |   111 -        pi0 |  2 |   15   20   46   46 |  7  1 |  32.734     -1.542 -0.384 |     30.347    -12.271    -72.989    0.135 |
   23 |     4 -          c | 71 |   14   14   30   31 |  1  4 | 1994.766     -0.021 -2.374 |  -1435.866  -1384.694    -42.037    1.500 |
   24 |    21 -          g | 71 |   14   14   30   31 |  1  4 | 170.623     -0.031 -2.381 |   -123.586   -117.638     -5.359   -0.000 |
   25 |    21 -          g | 71 |   14   14   30   31 |  1  4 |   6.140     -0.087 -2.325 |     -4.205     -4.474     -0.533    0.000 |
   26 |    21 -          g | 71 |   14   14   30   31 |  1  4 |  66.605     -0.051 -2.336 |    -46.114    -48.059     -3.425   -0.000 |
   27 |    21 -          g | 71 |   14   14   30   31 |  1  4 |   7.696     -0.045 -2.302 |     -5.141     -5.727     -0.350   -0.000 |
   28 |    21 -          g | 71 |   14   14   30   31 |  1  4 |   5.858      0.144 -2.345 |     -4.094     -4.189      0.846    0.000 |
   29 |    -4 -       cbar | 71 |   12   12   30   31 |  1  4 |   3.206      0.243  0.082 |      3.195      0.262      0.787    1.500 |
   30 |   411 -         D+ |  2 |   23   29   50   51 |  7  2 | 950.532     -0.022 -2.375 |   -684.561   -659.460    -20.793    1.870 |
   31 |  -423 -     D*bar0 |  2 |   23   29   48   48 |  7  1 |   1.760      0.481 -0.198 |      1.725     -0.345      0.880    2.007 |
   32 |    21 -          g | 71 |    1    1   43   44 |  1  3 |  17.709      1.112 -2.262 |    -11.282    -13.650     24.011   -0.000 |
   33 |    21 -          g | 71 |    1    1   43   44 |  1  3 |  27.172      1.186 -2.173 |    -15.383    -22.398     40.315    0.513 |
   34 |    21 -          g | 71 |    1    1   43   44 |  1  3 |   6.641      1.804  3.113 |     -6.638      0.189     19.630   -0.000 |
   35 |    21 -          g | 71 |    1    1   40   40 |  1  1 |   5.024     -0.385  2.499 |     -4.021      3.011     -1.982   -0.000 |
   36 |    21 -          g | 71 |    1    1   40   40 |  1  1 |   9.695     -0.437  2.311 |     -6.538      7.158     -4.373   -0.000 |
   37 |    21 -          g | 71 |    1    1   40   40 |  1  1 |  30.252     -0.367  2.331 |    -20.838     21.931    -11.345   -0.000 |
   38 |    21 -          g | 71 |    1    1   40   40 |  1  1 |  44.674     -0.336  2.341 |    -31.101     32.070    -15.295    0.000 |
   39 |    21 -          g | 71 |    1    1   40   40 |  1  1 |   5.489      0.021 -2.448 |     -4.221     -3.509      0.117    0.260 |
   40 |  2212 -         p+ |  1 |    1   39   -1   -1 |  7  0 |   0.619     -5.320 -3.011 |     -0.614     -0.081    -63.310    0.938 |
   41 |  2212 -         p+ |  1 |    1    1   -1   -1 |  1  0 |   0.670     -7.733 -1.616 |     -0.030     -0.669   -763.981    0.938 |
   42 |   111 -        pi0 |  2 |   23   29   49   49 |  7  1 |  49.052     -0.016 -2.377 |    -35.391    -33.964     -0.770    0.135 |
   43 |   310 -       K_S0 |  1 |    1    0   -1   -1 |  5  0 |   1.026      2.064  3.066 |     -1.023      0.078      3.976    0.498 |
   44 |  2212 -         p+ |  1 |    1    0   -1   -1 |  5  0 |   1.167      7.549 -0.323 |      1.106     -0.371   1107.417    0.938 |
   45 |   310 -       K_S0 |  1 |    1    0   -1   -1 |  5  0 |   1.495      1.932 -2.941 |     -1.465     -0.297      5.052    0.498 |
   46 |    22 -      gamma |  1 |   22   22   -1   -1 |  1  0 |  28.273     -1.544 -0.384 |     26.215    -10.591    -63.153    0.000 |
   47 |   111 -        pi0 |  2 |   23   29   52   52 |  7  1 |  12.448     -0.033 -2.351 |     -8.757     -8.847     -0.410    0.135 |
   48 |  -421 -      Dbar0 |  2 |   31   31   53   54 |  1  2 |   1.637      0.479 -0.224 |      1.596     -0.363      0.815    1.865 |
   49 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 |  40.079     -0.015 -2.378 |    -28.945    -27.723     -0.595    0.000 |
   50 |   111 -        pi0 |  2 |   30   30   55   56 |  1  2 | 235.725     -0.022 -2.375 |   -169.867   -163.436     -5.119    0.135 |
   51 |   310 -       K_S0 |  1 |   30   30   -1   -1 |  1  0 | 241.791     -0.021 -2.377 |   -174.477   -167.394     -5.181    0.498 |
   52 |    22 -      gamma |  1 |   47   47   -1   -1 |  1  0 |  11.808     -0.031 -2.349 |     -8.291     -8.407     -0.369   -0.000 |
   53 |    11 -         e- |  1 |   48   48   -1   -1 |  1  0 |   0.165      0.390 -2.519 |     -0.134     -0.096      0.066    0.001 |
   54 |   -12 -    nu_ebar |  1 |   48   48   -1   -1 |  1  0 |   0.815      0.476 -0.171 |      0.803     -0.138      0.403    0.000 |
   55 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 |  30.341     -0.020 -2.375 |    -21.848    -21.053     -0.620   -0.000 |
   56 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 | 205.384     -0.022 -2.376 |   -148.019   -142.383     -4.499    0.000 |
Begin processing the 7th record. Run 1, Event 7, LumiSection 1 at 04-Jul-2016 14:32:07.303 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   46 |  0  6 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   46 |  0  4 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  24865.066  0.000 |      0.000      0.000   2109.066    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -27245.449  0.000 |      0.000      0.000  -4489.449    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -25136.383  0.000 |      0.000      0.000  -2380.383 6154.202 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  19.701     -5.452 -0.064 |     19.661     -1.262  -2296.545 6154.202 |
    6 |   -11 -         e+ |  1 |    5    5   -1   -1 |  1  0 | 1413.272     -1.461  0.016 |   1413.083     23.121  -2881.615    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 1393.635      0.408 -3.124 |  -1393.422    -24.384    585.071 2999.999 |
    8 |   -11 -         e+ |  1 |    7    7   -1   -1 |  1  0 | 1029.062      0.512 -2.942 |  -1008.693   -203.735    550.576    0.001 |
    9 |     1 -          d | 23 |    7    7   11   11 |  1  1 | 1221.024      0.298  3.132 |  -1220.964     12.119    369.824    0.330 |
   10 |    -2 -       ubar | 23 |    7    7   24   37 |  1 25 | 852.792     -0.384  0.197 |    836.234    167.232   -335.329    0.330 |
   11 |     1 -          d | 52 |    9    9   25   36 |  1 16 | 1133.934      0.298  3.132 |  -1133.878     11.255    343.446    0.330 |
   12 |     3 -          s | 71 |   10   10   50   53 |  1  3 |  72.243     -0.797  0.801 |     50.267     51.887    -63.877    0.500 |
   13 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  40.522     -0.787  0.783 |     28.715     28.591    -35.311    0.000 |
   14 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  22.545     -0.825  0.776 |     16.084     15.798    -20.786    0.000 |
   15 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  17.487     -0.848  0.614 |     14.290     10.080    -16.675   -0.000 |
   16 |    21 -          g | 71 |   10   10   50   53 |  1  3 |   5.459     -0.519  1.269 |      1.625      5.212     -2.964   -0.000 |
   17 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  18.762     -1.641 -1.014 |      9.919    -15.925    -46.574    0.163 |
   18 |    21 -          g | 71 |   10   10   50   53 |  1  3 |   8.989     -0.343 -0.228 |      8.756     -2.033     -3.139    0.296 |
   19 |    21 -          g | 71 |   10   10   50   53 |  1  3 |   8.144     -0.056 -0.040 |      8.138     -0.322     -0.456   -0.000 |
   20 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  41.570      0.031 -0.045 |     41.528     -1.863      1.309   -0.000 |
   21 |    21 -          g | 71 |   10   10   50   53 |  1  3 | 200.914      0.030 -0.058 |    200.577    -11.633      5.981    0.000 |
   22 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  83.866      0.035 -0.066 |     83.681     -5.571      2.964    0.000 |
   23 |    21 -          g | 71 |   10   10   50   53 |  1  3 |  53.302      0.027 -0.044 |     53.251     -2.331      1.445   -0.000 |
   24 |    -2 -       ubar | 71 |   10   10   50   53 |  1  3 | 138.101      0.034 -0.054 |    137.896     -7.513      4.722    0.330 |
   25 |     1 -          d | 71 |   11   11   42   51 |  1  4 | 175.801      0.335 -3.134 |   -175.796     -1.378     60.084    0.330 |
   26 |    21 -          g | 71 |   11   11   42   51 |  1  4 | 423.710      0.333 -3.138 |   -423.706     -1.661    143.770    0.000 |
   27 |    21 -          g | 71 |   11   11   42   51 |  1  4 | 224.926      0.333 -3.141 |   -224.926     -0.235     76.331    0.440 |
   28 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  44.559      0.333  3.128 |    -44.555      0.593     15.106   -0.000 |
   29 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  21.425      0.355  3.121 |    -21.420      0.451      7.771    0.000 |
   30 |    21 -          g | 71 |   11   11   42   51 |  1  4 |   7.016      0.290  3.063 |     -6.995      0.549      2.062    0.000 |
   31 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  10.808      0.109  3.134 |    -10.808      0.084      1.186    0.000 |
   32 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  11.462      0.256 -3.102 |    -11.454     -0.450      2.971    0.000 |
   33 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  76.229      0.236  3.081 |    -76.090      4.601     18.182   -0.000 |
   34 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  49.132      0.213  3.074 |    -49.021      3.295     10.552   -0.000 |
   35 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  67.125      0.059  3.064 |    -66.922      5.221      3.950    0.031 |
   36 |    21 -          g | 71 |   11   11   42   51 |  1  4 |  12.534     -0.077  2.983 |    -12.377      1.979     -0.965    0.000 |
   37 |    21 -          g | 71 |   10   10   42   51 |  1  4 |   5.872     -0.925  1.055 |      2.898      5.106     -6.240    0.000 |
   38 |    21 -          g | 71 |   10   10   42   51 |  1  4 |   9.429     -0.857  0.949 |      5.495      7.663     -9.103   -0.000 |
   39 |    21 -          g | 71 |   10   10   42   51 |  1  4 |  12.214     -0.822  1.032 |      6.269     10.482    -11.217   -0.000 |
   40 |    21 -          g | 71 |   10   10   42   51 |  1  4 |  26.798     -0.817  0.942 |     15.766     21.669    -24.405    0.000 |
   41 |    -3 -       sbar | 71 |   10   10   42   51 |  1  4 |  62.013     -0.779  0.914 |     37.884     49.095    -53.315    0.500 |
   42 |   221 -        eta |  2 |   25   41   54   55 | 19  2 | 239.857      0.334 -3.137 |   -239.854     -1.122     81.540    0.548 |
   43 |   111 -        pi0 |  2 |   25   41   56   57 | 19  2 |  61.187      0.337 -3.133 |    -61.185     -0.506     20.997    0.135 |
   44 |   111 -        pi0 |  2 |   25   41   58   58 | 19  1 |  28.386      0.306  3.120 |    -28.379      0.621      8.832    0.135 |
   45 |    21 -          g | 71 |    0    0   48   49 |  1  2 |   5.226     -0.562  0.350 |      4.909      1.791     -3.096   -0.000 |
   46 |    21 -          g | 71 |    0    1   48   49 |  2  2 |   8.029     -0.693  0.178 |      7.902      1.422     -6.022    0.420 |
   47 |    21 -          g | 71 |    0    0   48   49 |  1  2 |  28.424     -1.105 -2.968 |    -27.997     -4.911    -38.189    0.000 |
   48 |  2212 -         p+ |  1 |    0   47   -1   -1 |  5  0 |   0.677     -4.115  1.507 |      0.043      0.675    -20.729    0.938 |
   49 |  2212 -         p+ |  1 |    0   47   -1   -1 |  5  0 |   2.579     -0.651  0.413 |      2.362      1.036     -1.801    0.938 |
   50 |   310 -       K_S0 |  1 |   12   24   -1   -1 | 14  0 |   2.323     -1.605 -0.467 |      2.074     -1.045     -5.545    0.498 |
   51 |   111 -        pi0 |  2 |   25   41   59   59 | 19  1 |  24.902     -0.754  0.911 |     15.259     19.679    -20.596    0.135 |
   52 |   310 -       K_S0 |  1 |   12   24   -1   -1 | 14  0 |  62.313      0.035 -0.061 |     62.197     -3.803      2.153    0.498 |
   53 |   111 -        pi0 |  2 |   12   24   60   61 | 14  2 |  63.302      0.037 -0.052 |     63.216     -3.316      2.338    0.135 |
   54 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 | 156.915      0.334 -3.135 |   -156.912     -0.993     53.316   -0.000 |
   55 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 |  82.942      0.334 -3.140 |    -82.942     -0.129     28.223   -0.000 |
   56 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  23.762      0.337 -3.131 |    -23.760     -0.262      8.165   -0.000 |
   57 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  37.426      0.336 -3.135 |    -37.425     -0.244     12.833    0.000 |
   58 |    22 -      gamma |  1 |   44   44   -1   -1 |  1  0 |  24.717      0.305  3.119 |    -24.711      0.547      7.644   -0.000 |
   59 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  21.295     -0.756  0.912 |     13.034     16.841    -17.669    0.000 |
   60 |    22 -      gamma |  1 |   53   53   -1   -1 |  1  0 |  14.704      0.040 -0.050 |     14.686     -0.735      0.588    0.000 |
   61 |    22 -      gamma |  1 |   53   53   -1   -1 |  1  0 |  48.598      0.036 -0.053 |     48.530     -2.581      1.750   -0.000 |
Begin processing the 8th record. Run 1, Event 8, LumiSection 1 at 04-Jul-2016 14:32:07.304 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   43 |  0 10 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   55 |  0  7 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  25137.729  0.000 |      0.000      0.000   2381.729    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -24989.350  0.000 |      0.000      0.000  -2233.350    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000  22904.379  0.000 |      0.000      0.000    148.379 4612.694 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  37.512      2.233 -2.962 |    -36.905     -6.718    172.876 4612.694 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 1125.743     -0.555  1.589 |    -20.257   1125.561   -657.521    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 1132.401      0.680 -1.585 |    -16.649  -1132.279    830.397 3000.001 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 1125.238     -0.554  1.589 |    -20.215   1125.056   -656.240    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   0.301     -2.049  1.707 |     -0.041      0.298     -1.148    0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 1132.194      0.680 -1.586 |    -16.650  -1132.072    830.263 3000.001 |
   11 |   -11 -         e+ | 23 |   10   10   17   15 |  1  4 | 706.532      0.743  1.994 |   -290.002    644.272    574.332    0.001 |
   12 |     1 -          d | 23 |   10   10   25   23 |  1 23 | 1402.547     -0.380 -1.466 |    146.139  -1394.912   -545.680    0.330 |
   13 |    -2 -       ubar | 23 |   10   10   14   14 |  1  1 | 402.086      1.441 -1.249 |    127.213   -381.431    801.612    0.330 |
   14 |    -2 -       ubar | 52 |   13   13   21   24 |  1  5 | 304.801      1.441 -1.249 |     96.433   -289.144    607.661    0.330 |
   15 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   4.403      0.745  1.997 |     -1.820      4.009      3.592   -0.000 |
   16 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.086      0.723  1.979 |     -0.034      0.079      0.067    0.000 |
   17 |   -11 -         e+ |  1 |   11   11   -1   -1 |  1  0 | 702.036      0.743  1.994 |   -288.145    640.177    570.668    0.001 |
   18 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   0.007      0.627  1.927 |     -0.003      0.007      0.005    0.000 |
   19 |     3 -          s | 71 |   14   14   49   49 |  1  1 |  15.391      1.488 -1.228 |      5.178    -14.494     32.327    0.500 |
   20 |    21 -          g | 71 |   14   14   49   49 |  1  1 |  27.116      1.460 -1.193 |     10.012    -25.200     55.209   -0.000 |
   21 |    -2 -       ubar | 71 |   14   14   49   49 |  1  1 | 203.250      1.480 -1.187 |     76.097   -188.467    423.462    0.330 |
   22 |     1 -          d | 71 |   12   12   23   23 |  1  1 |   7.256      0.800 -0.295 |      6.942     -2.110      6.441    0.330 |
   23 |  2212 -         p+ |  1 |   22   14   -1   -1 |  3  0 |   0.257     -0.034 -1.344 |      0.058     -0.250     -0.009    0.938 |
   24 |    -3 -       sbar | 71 |   14   14   -1   -1 |  1  0 |  77.573      1.219 -1.074 |     36.953    -68.206    119.820    0.500 |
   25 |     1 -          d | 71 |   12   12   29   51 |  1  3 | 175.882     -0.296 -1.492 |     13.878   -175.334    -52.865    0.330 |
   26 |    21 -          g | 71 |   12   12   29   51 |  1  3 | 125.091     -0.289 -1.495 |      9.512   -124.728    -36.662    0.000 |
